uid,date,traj_site,traj_arr
1522,2013-01-16,"(210, 213, 232, 228, 232, 190, 238, 209, 186, 169, 9, 17, 9, 116, 134, 209)","(3, 1, 3, 4, 3, 1, 2, 1)"
1522,2013-01-17,"(259, 232, 170, 232, 188, 238, 209)","(1, 3, 4, 3, 4, 1)"
1522,2013-01-18,"(232, 170, 191, 232, 190, 209, 69, 9, 21, 50, 209)","(3, 4, 3, 1, 2, 1)"
1522,2013-01-19,"(209, 126, 209)","(1, 3, 1)"
1522,2013-01-20,"(209,)","(1,)"
1528,2013-01-07,"(59, 60, 23, 59, 117, 76, 87, 76, 117, 119, 116, 98, 59)","(2, 3, 2, 3, 2, 3, 1, 2)"
1528,2013-01-08,"(59,)","(2,)"
1528,2013-01-09,"(59, 72, 89, 148, 191, 65, 59, 190, 88, 59)","(2, 3, 2, 4, 3, 4, 2, 1, 2)"
1528,2013-01-10,"(59, 30, 76, 59, 60, 59)","(2, 3, 2)"
1528,2013-01-11,"(394, 853, 828, 696, 705, 698, 696, 693)","(7, 42, 40, 73)"
1528,2013-01-12,"(748, 730, 696)","(73,)"
1528,2013-01-13,"(529, 59, 81, 59)","(20, 2)"
1528,2013-01-14,"(106, 59, 92, 80, 56, 59)","(4, 2, 3, 1, 2)"
1528,2013-01-15,"(59, 127, 305, 373, 382, 59, 76, 70, 52, 87, 59, 76, 59)","(2, 3, 5, 7, 2, 4, 2)"
1528,2013-01-16,"(59, 72, 87, 59)","(2, 3, 2)"
1528,2013-01-17,"(59, 87, 179, 59, 81, 177, 170, 81, 59)","(2, 4, 2, 4, 2)"
1528,2013-01-18,"(59, 698, 696, 711)","(2, 73)"
1528,2013-01-19,"(696, 703, 711)","(73,)"
1528,2013-01-20,"(59,)","(2,)"
1530,2013-01-07,"(1044, 1041, 1055, 1034, 10, 1040, 1034, 1022, 1023, 1057, 1044, 1028)","(25, 2, 25)"
1530,2013-01-08,"(128, 170, 141, 113, 128, 161, 170, 161, 170, 128, 161, 128, 113, 128, 113, 128, 132, 128, 161, 113, 128, 113, 132, 139, 148, 170, 191, 232, 132, 161)","(4, 3, 4, 3, 4)"
1530,2013-01-09,"(188, 170, 177, 128, 113, 170, 161, 170, 128, 113, 128, 148, 132, 140, 132, 170, 188, 177, 161, 170, 161, 170, 132, 113)","(4,)"
1530,2013-01-10,"(113, 128, 177, 170, 128, 139, 161, 132, 170, 161, 139, 132, 139, 161)","(4,)"
1530,2013-01-11,"(113, 170, 188, 170, 177, 170, 128, 113, 128, 132, 188, 132)","(4,)"
1530,2013-01-12,"(170, 188, 170, 177, 170, 177, 170, 177, 132, 113, 128, 113, 128, 113, 132, 113, 128, 113, 139, 161, 132)","(4,)"
1530,2013-01-13,"(177, 170, 161, 128, 113, 132, 238, 191, 188, 132, 161)","(4, 1, 3, 4)"
1530,2013-01-14,"(132, 177, 170, 188, 170, 139, 128, 113, 170, 188, 139, 132)","(4,)"
1530,2013-01-15,"(170, 177, 170, 188, 161, 170, 177, 170, 177, 170, 132, 128, 113, 128, 177, 170, 132)","(4,)"
1530,2013-01-16,"(132, 128, 170, 177, 188, 177, 170, 188, 170, 188, 170, 128, 113, 132, 161, 188, 132, 128, 132)","(4,)"
1530,2013-01-17,"(170, 188, 177, 170, 177, 170, 177, 170, 188, 161, 170, 161, 128, 132, 113, 128, 113, 128, 132, 113, 132, 139, 113, 128)","(4,)"
1530,2013-01-18,"(128, 161, 170, 188, 170, 161, 170, 132, 128, 113, 128, 132, 177, 139, 170, 132, 128)","(4,)"
1530,2013-01-19,"(128, 170, 128, 139, 128)","(4,)"
1530,2013-01-20,"(113, 128, 132, 128, 139, 128, 139)","(4,)"
1535,2013-01-08,"(518, 530, 512, 540)","(12,)"
1535,2013-01-09,"(518, 522, 530, 518, 530, 518, 512, 518, 530, 540)","(12,)"
1535,2013-01-10,"(530, 518, 522, 518, 522, 525, 522, 519, 518)","(12,)"
1535,2013-01-11,"(511, 525, 522)","(12,)"
1535,2013-01-12,"(540,)","(12,)"
1535,2013-01-14,"(248, 333)","(3, 7)"
1535,2013-01-15,"(512, 518, 512, 518, 532, 525, 518, 512, 540)","(12,)"
1535,2013-01-16,"(518, 512, 518, 519, 518, 512, 518, 530, 512, 518, 512, 518, 540, 530, 540, 525, 509, 525, 540)","(12,)"
1535,2013-01-17,"(511, 518, 522, 540)","(12,)"
1535,2013-01-18,"(518,)","(12,)"
1535,2013-01-19,"(518, 522, 518, 522, 532)","(12,)"
1535,2013-01-20,"(518, 528, 502, 539, 609, 892, 834, 892)","(12, 19, 15, 46, 18, 46)"
1536,2013-01-07,"(518, 515, 475, 419, 416, 394, 386, 355, 281, 244, 191, 192, 191, 202, 170, 227, 242, 82, 242, 247, 257, 191, 192, 255, 454, 457, 507, 508, 518, 522, 518, 511, 518)","(12, 10, 7, 6, 3, 4, 3, 9, 12)"
1536,2013-01-08,"(518, 539, 541, 573, 541, 539, 541, 539, 529, 539, 529, 541, 518)","(12, 19, 20, 19, 20, 19, 12)"
1536,2013-01-09,"(518, 522, 518, 522, 518, 522, 526, 524, 526, 518, 512, 518, 512, 518)","(12,)"
1536,2013-01-10,"(518, 512, 518, 512, 518, 522, 518, 512, 524, 522, 526, 522)","(12,)"
1536,2013-01-11,"(518, 512, 518, 511, 518)","(12,)"
1536,2013-01-12,"(518, 509, 511, 512, 518)","(12,)"
1536,2013-01-13,"(518,)","(12,)"
1536,2013-01-14,"(518, 512, 518, 512, 511, 512, 518, 511, 512, 509, 512, 518, 512, 518)","(12,)"
1536,2013-01-15,"(518, 522, 518, 524, 526, 524, 526, 531, 526, 518, 524, 522, 518, 530, 518, 530, 518, 519)","(12,)"
1536,2013-01-16,"(522, 518, 519, 518, 511, 512, 518, 512, 518, 522, 518, 519, 518, 522, 518, 530, 518, 522, 518, 512, 518, 522, 518, 522, 521, 518, 511, 518)","(12,)"
1536,2013-01-17,"(522, 518, 530, 515, 508, 497, 489, 480, 472, 201, 179, 219, 202, 46, 55, 274, 301, 292, 297, 245, 231, 245, 231, 245, 319, 355, 500, 501, 518, 530, 518)","(12, 10, 4, 2, 1, 3, 6, 5, 6, 3, 6, 12)"
1536,2013-01-18,"(518, 475, 245, 228, 257, 271, 202, 183, 232, 191, 232, 83, 157, 192, 171, 191, 231, 333, 355, 472, 518, 521)","(12, 10, 3, 4, 3, 2, 3, 7, 6, 10, 12)"
1536,2013-01-19,"(518, 522, 518, 522, 518, 509, 518, 519, 518, 522)","(12,)"
1536,2013-01-20,"(522, 518, 519, 512, 518, 511, 522, 518, 522, 518, 522, 518, 528, 512, 518, 522, 518)","(12,)"
1537,2013-01-09,"(232, 191, 326)","(3, 6)"
1537,2013-01-10,"(206, 188, 326)","(3, 4, 6)"
1537,2013-01-11,"(326,)","(6,)"
1537,2013-01-12,"(326, 232, 326)","(6, 3, 6)"
1537,2013-01-13,"(326,)","(6,)"
1537,2013-01-14,"(232, 292, 326)","(3, 5, 6)"
1537,2013-01-15,"(326, 232, 191, 305, 326)","(6, 3, 5, 6)"
1537,2013-01-16,"(326, 232, 318, 326)","(6, 3, 5, 6)"
1537,2013-01-17,"(326, 232, 326)","(6, 3, 6)"
1537,2013-01-18,"(326, 245, 255, 326)","(6, 3, 6)"
1537,2013-01-19,"(326,)","(6,)"
1537,2013-01-20,"(326, 331, 326)","(6, 5, 6)"
1544,2013-01-07,"(181,)","(3,)"
1544,2013-01-08,"(181, 210, 181)","(3,)"
1544,2013-01-09,"(181,)","(3,)"
1544,2013-01-10,"(181,)","(3,)"
1544,2013-01-11,"(181,)","(3,)"
1544,2013-01-12,"(181, 210, 181)","(3,)"
1544,2013-01-13,"(181, 210, 181, 162, 181, 210)","(3,)"
1544,2013-01-14,"(181,)","(3,)"
1544,2013-01-15,"(181, 210, 181)","(3,)"
1544,2013-01-16,"(210, 181, 210)","(3,)"
1544,2013-01-17,"(210, 181, 210, 181, 354)","(3, 7)"
1544,2013-01-18,"(210, 181, 210, 181, 210)","(3,)"
1544,2013-01-19,"(210,)","(3,)"
1548,2013-01-07,"(125, 87, 125)","(3, 2, 3)"
1548,2013-01-08,"(125, 106, 125, 89, 108, 100, 108, 73, 105, 125)","(3, 4, 3, 2, 3, 2, 4, 3)"
1548,2013-01-09,"(125, 114, 89, 100, 141, 125)","(3, 2, 3)"
1548,2013-01-10,"(125, 105, 125, 89, 125)","(3, 4, 3, 2, 3)"
1548,2013-01-11,"(125, 105, 125, 105, 125, 102, 89)","(3, 4, 3, 4, 3, 2)"
1548,2013-01-12,"(125, 89, 87, 89, 87, 125, 114, 125, 106, 125)","(3, 2, 3, 4, 3)"
1548,2013-01-13,"(125,)","(3,)"
1548,2013-01-14,"(125, 114, 125, 114, 125, 159, 171, 114)","(3,)"
1548,2013-01-15,"(125, 89, 106, 125)","(3, 2, 4, 3)"
1548,2013-01-16,"(125, 89, 100, 125, 106, 125)","(3, 2, 3, 4, 3)"
1548,2013-01-17,"(125, 89, 114, 125, 159)","(3, 2, 3)"
1548,2013-01-18,"(125, 89, 100, 99, 108, 125)","(3, 2, 3)"
1548,2013-01-19,"(125, 105, 125)","(3, 4, 3)"
1548,2013-01-20,"(114, 125, 106, 141, 125, 105, 125, 159, 141, 125)","(3, 4, 3, 4, 3)"
1550,2013-01-07,"(367, 358, 222)","(8, 5, 1)"
1550,2013-01-08,"(358, 222)","(5, 1)"
1550,2013-01-09,"(357, 358, 351)","(5,)"
1550,2013-01-10,"(108, 85, 338, 358)","(3, 4, 6, 5)"
1550,2013-01-12,"(541,)","(19,)"
1550,2013-01-13,"(358,)","(5,)"
1550,2013-01-14,"(358, 357, 337, 358)","(5,)"
1550,2013-01-15,"(358, 367, 358, 341, 352, 358)","(5, 8, 5, 6, 5)"
1550,2013-01-16,"(358, 357, 341, 352, 341, 352, 341, 352, 344, 358, 351, 358)","(5, 6, 5, 6, 5, 6, 5)"
1550,2013-01-17,"(367, 358, 360, 362, 374, 384, 447, 541, 529)","(8, 5, 6, 7, 10, 19, 20)"
1550,2013-01-18,"(549, 541, 488, 475, 358, 351)","(19, 10, 5)"
1550,2013-01-19,"(358, 367, 358, 351, 345, 358)","(5, 8, 5)"
1550,2013-01-20,"(358, 367, 358)","(5, 8, 5)"
1551,2013-01-07,"(386,)","(7,)"
1551,2013-01-08,"(385, 386)","(7,)"
1551,2013-01-09,"(267, 386, 394, 386)","(4, 7)"
1551,2013-01-11,"(165, 386, 385)","(4, 7)"
1551,2013-01-12,"(386, 394)","(7,)"
1551,2013-01-13,"(386, 356)","(7,)"
1551,2013-01-14,"(227, 386)","(4, 7)"
1551,2013-01-15,"(175, 165, 227, 386)","(4, 7)"
1551,2013-01-16,"(386, 208, 175, 232, 301, 386, 385, 386, 373, 371, 386, 373)","(7, 4, 3, 6, 7)"
1551,2013-01-17,"(202, 208, 386)","(4, 7)"
1551,2013-01-18,"(386, 131, 106, 125, 131, 175, 219, 386)","(7, 3, 4, 3, 4, 7)"
1551,2013-01-19,"(385, 386, 394, 386)","(7,)"
1551,2013-01-20,"(386, 394, 386)","(7,)"
1554,2013-01-07,"(250, 323, 474, 472, 437, 318, 323, 312, 280, 310)","(4, 5, 10, 9, 5)"
1554,2013-01-08,"(395, 271, 267)","(8, 4)"
1554,2013-01-09,"(323, 416, 474, 472)","(5, 7, 10)"
1554,2013-01-10,"(274, 292, 288, 249, 271)","(3, 5, 4)"
1554,2013-01-11,"(265, 317, 313, 472)","(3, 6, 10)"
1554,2013-01-13,"(472,)","(10,)"
1554,2013-01-15,"(472, 474)","(10,)"
1554,2013-01-16,"(288, 202, 271, 252, 237, 271, 249, 271, 252)","(5, 4, 3, 4, 3)"
1554,2013-01-17,"(249, 250, 249, 181, 355, 472, 474, 472, 474)","(4, 3, 6, 10)"
1554,2013-01-18,"(335, 318, 250, 249, 271, 402, 382, 390)","(6, 5, 4, 7)"
1554,2013-01-19,"(271,)","(4,)"
1556,2013-01-07,"(328, 346, 364, 346, 268, 346)","(6, 7, 3, 7)"
1556,2013-01-08,"(311, 328, 346)","(6, 7)"
1556,2013-01-09,"(346, 334, 346)","(7, 6, 7)"
1556,2013-01-10,"(333, 328, 346)","(7, 6, 7)"
1556,2013-01-11,"(328, 346)","(6, 7)"
1556,2013-01-12,"(334, 346)","(6, 7)"
1556,2013-01-13,"(346, 334)","(7, 6)"
1556,2013-01-14,"(346,)","(7,)"
1556,2013-01-15,"(309, 346)","(6, 7)"
1556,2013-01-16,"(321, 346, 334, 346)","(6, 7, 6, 7)"
1556,2013-01-17,"(328, 346)","(6, 7)"
1556,2013-01-18,"(346,)","(7,)"
1556,2013-01-19,"(346,)","(7,)"
1556,2013-01-20,"(328, 346)","(6, 7)"
1561,2013-01-07,"(174, 106, 81, 46, 48, 184, 174, 168)","(3, 4, 2, 3)"
1561,2013-01-08,"(171, 41)","(3, 2)"
1561,2013-01-09,"(46, 168, 34, 59, 171)","(2, 3, 2, 3)"
1561,2013-01-10,"(171, 81, 267, 56, 69, 41, 168)","(3, 2, 4, 2, 3)"
1561,2013-01-11,"(94,)","(4,)"
1561,2013-01-12,"(100, 59, 144, 87, 108)","(3, 2, 3, 2, 3)"
1561,2013-01-13,"(174, 41, 171, 157, 144, 41, 168)","(3, 2, 3, 2, 3)"
1561,2013-01-14,"(144, 99, 28, 39)","(3, 2)"
1561,2013-01-15,"(39, 171, 194, 58, 92, 41, 46, 102, 156, 203, 168)","(2, 3, 1, 3, 2, 3, 1, 3)"
1561,2013-01-16,"(171, 174, 108, 46, 60, 59, 46, 59, 46, 96, 46, 41, 170, 191, 144, 174)","(3, 2, 3, 2, 4, 3)"
1561,2013-01-17,"(60, 41)","(3, 2)"
1564,2013-01-07,"(181, 210, 257, 85, 151)","(3, 4, 1)"
1564,2013-01-08,"(210, 195, 230, 210, 151)","(3, 1, 4, 3, 1)"
1564,2013-01-09,"(210, 181, 210, 151)","(3, 1)"
1564,2013-01-10,"(210, 151)","(3, 1)"
1564,2013-01-11,"(210,)","(3,)"
1564,2013-01-12,"(180, 151, 173, 317)","(1, 6)"
1564,2013-01-13,"(151, 167, 151, 129, 151)","(1, 2, 1)"
1564,2013-01-14,"(210, 173, 156, 151)","(3, 1)"
1564,2013-01-15,"(151, 181, 210, 151)","(1, 3, 1)"
1564,2013-01-16,"(210, 151)","(3, 1)"
1564,2013-01-17,"(151, 210, 201, 230, 195, 210, 151)","(1, 3, 4, 1, 3, 1)"
1564,2013-01-18,"(257, 227, 242, 227, 257, 253, 257, 235, 214, 235, 85, 137, 190, 203, 134, 151, 134, 151)","(4, 1)"
1564,2013-01-19,"(210, 151)","(3, 1)"
1564,2013-01-20,"(129, 151, 129)","(2, 1, 2)"
1568,2013-01-07,"(295,)","(6,)"
1568,2013-01-09,"(295, 141, 144, 141, 171, 141)","(6, 3)"
1568,2013-01-13,"(604,)","(15,)"
1568,2013-01-14,"(604,)","(15,)"
1568,2013-01-15,"(608, 609, 608)","(15,)"
1568,2013-01-16,"(604, 609, 608)","(15,)"
1568,2013-01-17,"(609, 605, 609)","(15,)"
1568,2013-01-18,"(609,)","(15,)"
1568,2013-01-19,"(843, 606, 843)","(26, 15, 26)"
1568,2013-01-20,"(1501, 609)","(119, 15)"
1570,2013-01-07,"(224, 278, 270)","(3,)"
1570,2013-01-08,"(278,)","(3,)"
1570,2013-01-10,"(278,)","(3,)"
1570,2013-01-11,"(278, 281, 278)","(3,)"
1570,2013-01-13,"(278,)","(3,)"
1570,2013-01-14,"(278,)","(3,)"
1570,2013-01-15,"(281,)","(3,)"
1570,2013-01-16,"(224, 278, 270, 278, 281, 278)","(3,)"
1570,2013-01-17,"(270, 355, 529, 541, 556)","(3, 6, 20, 19, 20)"
1570,2013-01-18,"(244, 278)","(3,)"
1570,2013-01-19,"(278,)","(3,)"
1570,2013-01-20,"(278,)","(3,)"
1572,2013-01-07,"(410, 144)","(8, 3)"
1572,2013-01-08,"(410, 405, 202, 205, 389, 410)","(8, 4, 3, 8)"
1572,2013-01-09,"(235,)","(4,)"
1572,2013-01-10,"(410, 292, 235, 367)","(8, 5, 4, 8)"
1572,2013-01-11,"(443, 413)","(9, 8)"
1572,2013-01-12,"(410, 412, 413, 410, 413, 388, 190)","(8, 1)"
1572,2013-01-13,"(410, 417, 410, 362, 405)","(8, 6, 8)"
1572,2013-01-14,"(137, 687)","(1, 33)"
1572,2013-01-15,"(394, 317, 405, 410, 448, 441, 410)","(7, 6, 8, 9, 8)"
1572,2013-01-16,"(368, 377, 170, 230, 170, 161, 410, 412, 410, 368, 410, 405)","(8, 4, 8)"
1572,2013-01-17,"(410, 389, 412, 366, 367, 405)","(8, 5, 8)"
1572,2013-01-18,"(202, 235, 311, 402)","(4, 6, 7)"
1572,2013-01-19,"(410, 394, 399, 333, 156, 92, 399, 402, 399)","(8, 7, 1, 3, 7)"
1572,2013-01-20,"(866, 855, 959, 980, 1017, 1012, 1068, 1120, 1135, 893, 532)","(26, 24, 25, 24, 31, 59, 53, 12)"
1576,2013-01-07,"(140,)","(4,)"
1576,2013-01-08,"(140,)","(4,)"
1576,2013-01-09,"(140, 117, 92, 100, 92, 140)","(4, 3, 4)"
1576,2013-01-10,"(140,)","(4,)"
1576,2013-01-11,"(140,)","(4,)"
1576,2013-01-12,"(140, 155)","(4,)"
1576,2013-01-13,"(140, 131, 117, 92, 117, 100, 85, 140)","(4, 3, 4)"
1576,2013-01-14,"(140, 110, 140, 130, 140)","(4,)"
1576,2013-01-15,"(110, 140)","(4,)"
1576,2013-01-16,"(140,)","(4,)"
1576,2013-01-17,"(140,)","(4,)"
1576,2013-01-18,"(140, 66)","(4,)"
1576,2013-01-19,"(29, 28, 29, 24, 28, 60, 92, 117, 100, 140)","(2, 3, 4)"
1576,2013-01-20,"(140,)","(4,)"
1577,2013-01-07,"(255, 274, 255, 274, 324, 318, 326, 331, 335, 313, 274, 255, 274, 255, 317, 327, 335, 318, 331, 321, 328, 321, 328, 321, 255, 274)","(3, 6, 5, 6, 5, 6, 3, 6, 5, 6, 3)"
1577,2013-01-08,"(255, 245, 255, 274, 255, 274, 255, 274, 255, 274, 255, 274, 255, 274, 255)","(3,)"
1577,2013-01-09,"(255, 324, 318, 274, 313, 319, 292, 319, 333, 454, 476, 475, 474, 480, 500, 607, 629, 618, 739, 780, 813, 868, 828)","(3, 6, 5, 3, 6, 5, 6, 7, 9, 10, 12, 15, 16, 44, 45, 42, 40)"
1577,2013-01-10,"(718, 709, 718, 716, 730, 715, 718, 748)","(73,)"
1577,2013-01-11,"(748,)","(73,)"
1577,2013-01-12,"(748,)","(73,)"
1577,2013-01-13,"(748,)","(73,)"
1577,2013-01-14,"(748,)","(73,)"
1577,2013-01-15,"(748,)","(73,)"
1577,2013-01-16,"(748,)","(73,)"
1577,2013-01-17,"(748,)","(73,)"
1577,2013-01-18,"(748,)","(73,)"
1577,2013-01-19,"(748,)","(73,)"
1577,2013-01-20,"(748,)","(73,)"
1578,2013-01-08,"(245, 12, 83, 255)","(3, 2, 3)"
1578,2013-01-09,"(255,)","(3,)"
1578,2013-01-10,"(255, 274, 255)","(3,)"
1578,2013-01-11,"(255, 245, 255, 245, 255)","(3,)"
1578,2013-01-12,"(255,)","(3,)"
1578,2013-01-13,"(255,)","(3,)"
1578,2013-01-14,"(255, 245, 255, 245, 255)","(3,)"
1578,2013-01-15,"(255,)","(3,)"
1578,2013-01-16,"(255,)","(3,)"
1578,2013-01-17,"(255,)","(3,)"
1578,2013-01-18,"(255,)","(3,)"
1578,2013-01-19,"(255, 245, 255, 245, 255)","(3,)"
1578,2013-01-20,"(255, 245, 255)","(3,)"
1579,2013-01-07,"(188, 191, 232, 274, 371, 355, 437, 609, 629, 660, 710, 718, 709, 716, 710)","(4, 3, 7, 6, 9, 15, 16, 73)"
1579,2013-01-08,"(696, 718, 710, 718, 707, 710, 718, 710, 718, 710)","(73,)"
1579,2013-01-09,"(710,)","(73,)"
1579,2013-01-10,"(710, 706, 696, 710, 718, 710, 718, 710)","(73,)"
1579,2013-01-11,"(710,)","(73,)"
1579,2013-01-12,"(710,)","(73,)"
1579,2013-01-13,"(710,)","(73,)"
1579,2013-01-14,"(718, 710)","(73,)"
1579,2013-01-16,"(718,)","(73,)"
1579,2013-01-17,"(710,)","(73,)"
1579,2013-01-18,"(710,)","(73,)"
1581,2013-01-07,"(170, 163, 202, 163, 147, 177, 185, 163, 155, 163)","(4,)"
1581,2013-01-08,"(161, 163, 177, 161, 170, 155, 161, 170, 191, 170, 163, 155, 163, 185, 163, 185, 155, 165, 163)","(4, 3, 4)"
1581,2013-01-09,"(155, 163)","(4,)"
1581,2013-01-10,"(163, 155)","(4,)"
1581,2013-01-11,"(161, 155, 163)","(4,)"
1581,2013-01-12,"(177, 155, 161, 163, 177, 163, 165, 147, 163, 185, 165, 163, 185)","(4,)"
1581,2013-01-13,"(163, 165, 163, 210, 191, 163, 257, 163)","(4, 3, 4)"
1581,2013-01-14,"(163, 161, 163, 155, 163, 185, 163)","(4,)"
1581,2013-01-15,"(163, 155, 163, 165, 163)","(4,)"
1581,2013-01-16,"(177, 155, 161, 155, 161, 155, 161, 155, 110, 155, 163, 155, 163)","(4,)"
1581,2013-01-17,"(155, 163)","(4,)"
1581,2013-01-18,"(163, 155)","(4,)"
1581,2013-01-19,"(163, 165, 163, 140)","(4,)"
1581,2013-01-20,"(163, 165, 163, 185, 163)","(4,)"
1582,2013-01-07,"(385,)","(7,)"
1582,2013-01-08,"(385, 393, 230, 235, 174)","(7, 4, 3)"
1582,2013-01-09,"(385, 393, 384, 393, 391, 373, 385)","(7,)"
1582,2013-01-10,"(394,)","(7,)"
1582,2013-01-11,"(385, 235, 230, 235, 385)","(7, 4, 7)"
1582,2013-01-12,"(393,)","(7,)"
1582,2013-01-13,"(385, 393, 55, 210)","(7, 1, 3)"
1582,2013-01-14,"(385, 393, 385, 393, 355, 249, 195, 210, 333)","(7, 6, 4, 1, 3, 7)"
1582,2013-01-15,"(393, 228)","(7, 4)"
1582,2013-01-16,"(355, 174, 249, 210, 195, 210, 195, 117)","(6, 3, 4, 3, 1, 3, 1, 3)"
1582,2013-01-17,"(385, 386, 374, 378, 385)","(7, 8, 7)"
1582,2013-01-19,"(355, 433)","(6, 7)"
1582,2013-01-20,"(244,)","(3,)"
1584,2013-01-07,"(70, 73, 70, 73, 70)","(4, 2, 4, 2, 4)"
1584,2013-01-08,"(70,)","(4,)"
1584,2013-01-09,"(70, 73, 70)","(4, 2, 4)"
1584,2013-01-10,"(73, 70, 73, 70)","(2, 4, 2, 4)"
1584,2013-01-11,"(70, 73, 70)","(4, 2, 4)"
1584,2013-01-12,"(70, 73, 70)","(4, 2, 4)"
1584,2013-01-13,"(70,)","(4,)"
1584,2013-01-14,"(70,)","(4,)"
1584,2013-01-15,"(70, 214, 227, 179, 70)","(4,)"
1584,2013-01-16,"(311, 239, 70)","(6, 3, 4)"
1584,2013-01-17,"(70,)","(4,)"
1584,2013-01-18,"(70,)","(4,)"
1584,2013-01-19,"(70,)","(4,)"
1584,2013-01-20,"(70,)","(4,)"
1585,2013-01-07,"(232, 256)","(3,)"
1585,2013-01-08,"(232, 256)","(3,)"
1585,2013-01-09,"(206,)","(3,)"
1585,2013-01-10,"(232,)","(3,)"
1585,2013-01-11,"(232,)","(3,)"
1585,2013-01-12,"(232,)","(3,)"
1585,2013-01-13,"(232,)","(3,)"
1585,2013-01-14,"(232, 256, 206)","(3,)"
1585,2013-01-15,"(256, 232)","(3,)"
1585,2013-01-16,"(232, 256, 232)","(3,)"
1585,2013-01-17,"(232, 256, 232, 224, 232)","(3,)"
1585,2013-01-18,"(232, 256, 232)","(3,)"
1585,2013-01-19,"(232, 256, 206, 256, 232)","(3,)"
1585,2013-01-20,"(232,)","(3,)"
1588,2013-01-07,"(230, 219, 230, 219, 230, 202, 228, 232, 366, 363)","(4, 3, 5)"
1588,2013-01-08,"(219, 230, 202)","(4,)"
1588,2013-01-09,"(230, 219, 230)","(4,)"
1588,2013-01-11,"(525, 522)","(12,)"
1588,2013-01-12,"(522, 530, 522, 519, 522, 525, 522, 530, 522)","(12,)"
1588,2013-01-14,"(230, 202, 179, 206, 292, 370, 363, 366, 370)","(4, 3, 5)"
1588,2013-01-15,"(230, 219, 230, 219, 230, 219, 230, 219, 230, 363, 366)","(4, 5)"
1588,2013-01-16,"(230, 219, 230, 219, 230, 363, 370, 381, 370, 381, 366, 359, 377, 370, 366, 370, 366, 363, 366)","(4, 5, 8, 5, 8, 5, 8, 5)"
1588,2013-01-17,"(228, 230, 370)","(4, 5)"
1588,2013-01-18,"(202, 206, 363, 359)","(4, 3, 5)"
1588,2013-01-19,"(363, 366, 359, 375, 370)","(5,)"
1588,2013-01-20,"(370, 357, 366, 363, 366, 363)","(5,)"
1589,2013-01-07,"(200, 227, 200)","(4,)"
1589,2013-01-08,"(200,)","(4,)"
1589,2013-01-10,"(193,)","(4,)"
1589,2013-01-11,"(193, 200, 193, 175, 200, 193, 227, 228, 165, 124)","(4,)"
1589,2013-01-12,"(200, 163, 161, 193, 200, 179, 200, 202)","(4,)"
1589,2013-01-13,"(193, 165, 193, 165, 110, 116, 134, 116, 129, 193, 120, 130, 120, 193, 200, 150, 193, 200, 193)","(4, 1, 2, 4)"
1589,2013-01-14,"(193, 200, 193, 200, 165, 150, 193)","(4,)"
1589,2013-01-15,"(193, 200, 65, 179, 139, 170, 200, 193, 165, 185, 193, 202, 193)","(4,)"
1589,2013-01-16,"(193, 150, 165, 179, 131, 200, 193)","(4, 3, 4)"
1589,2013-01-17,"(193, 216, 193, 179, 193, 200, 150, 175, 237, 193, 161, 202, 193)","(4, 3, 4)"
1589,2013-01-18,"(193, 175, 193, 246, 175, 200, 193)","(4,)"
1589,2013-01-19,"(170, 193, 200, 193, 200)","(4,)"
1589,2013-01-20,"(200, 216, 200, 124, 216, 200)","(4,)"
1591,2013-01-07,"(346, 347, 346, 347, 346)","(7, 6, 7, 6, 7)"
1591,2013-01-08,"(188, 191, 346, 355)","(4, 3, 7, 6)"
1591,2013-01-10,"(188, 191, 346, 355)","(4, 3, 7, 6)"
1591,2013-01-11,"(235,)","(4,)"
1591,2013-01-12,"(355, 346)","(6, 7)"
1591,2013-01-14,"(235,)","(4,)"
1591,2013-01-15,"(346, 355)","(7, 6)"
1591,2013-01-16,"(355, 206)","(6, 3)"
1591,2013-01-17,"(352, 361, 346, 367, 362, 354, 346)","(6, 7, 8, 6, 7)"
1591,2013-01-19,"(346, 355)","(7, 6)"
1591,2013-01-20,"(346,)","(7,)"
1594,2013-01-07,"(162,)","(3,)"
1594,2013-01-08,"(352,)","(6,)"
1594,2013-01-09,"(137, 362, 343, 352, 344, 352, 318, 352)","(1, 6, 5, 6)"
1594,2013-01-10,"(344,)","(6,)"
1594,2013-01-11,"(162, 352, 343)","(3, 6)"
1594,2013-01-12,"(162, 352, 344, 352)","(3, 6)"
1594,2013-01-13,"(344, 352, 332, 328, 332, 329, 352)","(6,)"
1594,2013-01-14,"(162, 166, 162, 352)","(3, 6)"
1594,2013-01-15,"(162, 352)","(3, 6)"
1594,2013-01-16,"(162, 184, 343, 344, 343, 329, 332)","(3, 6)"
1594,2013-01-17,"(352,)","(6,)"
1594,2013-01-18,"(162, 352)","(3, 6)"
1594,2013-01-19,"(344, 162, 166, 352)","(6, 3, 6)"
1594,2013-01-20,"(162, 344, 343, 352, 335, 343, 352)","(3, 6)"
1597,2013-01-07,"(206, 171, 187, 171, 187, 206, 171, 187)","(3,)"
1597,2013-01-08,"(187,)","(3,)"
1597,2013-01-09,"(171, 187, 206, 187)","(3,)"
1597,2013-01-10,"(206,)","(3,)"
1597,2013-01-11,"(171,)","(3,)"
1597,2013-01-12,"(206, 171, 187)","(3,)"
